a,b,c
306389,3279775,17
735015,1657351,13
927386,1919714,13
3814762,1851026,1
5209769,1851026,25
3814762,2405065,1
5210175,2405065,25
3829051,3327401,1
5210795,3327401,25
5210175,1601787,17
5210176,1795463,9
3892550,2389188,9
3892550,3230565,9
3892550,4514851,9
207964,760412,5
735015,4149726,13
5210176,5106987,25
3829051,5106987,1
8329614,2024065,1
8193089,1601787,17
8193089,1795463,9
3892550,3759201,9
3829051,3846512,1
5210795,3846512,25
3814762,4587875,1
5209769,4587875,25
3892550,5045076,9
6397626,5734051,1
436562,1146175,1
523875,1511300,17
436562,1146175,17
174945,6442593,1
3124200,2247900,9
4248150,2247900,9
6486525,2238375,9
6486525,1885950,9
5362575,2667000,9
5362575,2247900,9
3124200,1885950,9
6486525,2619375,9
4248150,1885950,9
3124200,2600325,9
4248150,2638425,9
5362575,1885950,9
7651750,1885950,9
1574800,1968500,1
7905750,1763713,1
1574800,3325812,1
1574800,2320925,1
4843462,4483100,1
7081838,4483100,1
3732212,4483100,1
2492375,4483100,1
5962650,4483100,1
2489361,4795070,1
3590859,4795070,1
4692358,4795070,1
6895355,4795070,1
523875,4845844,1
5793857,4795070,1
2489361,5210585,1
3590859,5210585,1
4692358,5210585,1
6895355,5210585,1
523875,5261359,1
5793857,5210585,1
2489361,5683046,1
3590859,5683046,1
4692358,5683046,1
6895355,5683046,1
523875,5626100,1
5793857,5683046,1
5526473,402339,17
174945,237215,1
174943,27536,1
7411273,343683,1
7411273,343683,1
7411273,556050,1
8710727,240787,13
233363,1088102,1
119062,230188,1
350836,1229797,1
2174875,1229797,1
7967661,846711,1
8229600,840361,1
7329486,846711,1
7591425,840361,1
3035300,3689350,1
300038,3689350,1
3673475,5199062,1
300038,2179638,1
4721225,2179638,1
300038,5199062,1
5108575,1747391,25
5108575,1229797,1
5108575,5303430,25
5108575,4879975,25
5108575,3476625,25
119062,6435725,1
350836,1452562,9
2174875,1452562,9
5108575,1452562,9
7499601,20637,1
7499601,20637,1
7499601,233003,1
300038,3366060,9
300038,4501465,9
2046288,1427980,24-58
3069738,559615,1
3127356,1067803,1
3112835,621401,1
5978507,552088,1
6036124,1067803,1
6026629,621401,1
3112835,1520392,25
6026629,1520392,25
5080000,594356,1
8074503,594356,1
8074503,594356,13
5089069,610602,13
151447,3384710,1
269389,3939785,1
254867,3431599,1
254867,4392376,25
2280517,3439876,13
151447,552089,1
194542,656142,1
2280517,594356,13
194542,1622764,25
119062,6435725,1
3069738,3394871,1
3175699,3990585,1
3161178,3482399,1
3161178,4443176,25
5167241,3460196,13
1384637,947850,1
119062,230188,1
3535614,1245503,1
3535614,950226,1
1467127,1245501,1
1467127,1088535,1
5560838,1245501,1
5560838,1088535,1
288291,4471618,17
5560838,4471618,25
3535614,4471618,25
1467127,4471618,25
288290,4415733,9
130176,901382,1
4987345,7425735,13
2834197,7425735,13
7156370,7425735,13
1985863,7774284,25
288291,2559355,17
5560838,2559355,25
3535614,2559355,25
1467127,2559355,25
288290,2505642,9
288291,5552881,17
1467127,5552881,25
282892,5496998,9
119062,6435725,1
1730906,1313009,17
1730906,1313009,13
5824618,1303595,17
5824618,1303595,13
3799392,1324891,17
3799392,1324891,13
119062,6147563,17
7586064,1817833,25
5560838,5552881,25
3535614,5552881,25
7722450,120377,1
7722450,120377,1
7722450,517409,1
6556564,570427,1
6794238,570427,17
2398713,1009650,1
5389562,1009650,1
119062,996950,1
1085850,1706564,1
1085850,1041400,1
2419350,1706564,1
2419350,1041400,1
3833812,1706564,1
3833812,1041400,1
5397500,1706564,1
5397500,1041400,1
207963,2441575,9
207963,3104403,9
207963,3767234,9
207963,4430062,9
207963,5094287,9
119062,230188,1
119062,6435725,1
1960563,1992313,1
1208087,5302250,1
200025,4640262,1
200025,3978275,1
1455737,3978275,1
200025,3316287,1
1541462,3316287,1
200025,2654300,1
1570037,2654300,1
200025,1992313,1
200025,5302250,1
1217612,4640262,1
2933700,1812925,5
2990850,1812925,5
2933700,1812925,5
2500313,5302250,1
2681288,3978275,1
2786063,3316287,1
2757488,2654300,1
3214688,1992313,1
2538413,4640262,1
4491037,1812925,5
4548187,1812925,5
4491037,1812925,5
4235450,2654300,1
4797425,1992313,1
4292600,3316287,1
4206875,5302250,1
4311650,4640262,1
4225925,3978275,1
6108700,1812925,5
6165850,1812925,5
6108700,1812925,5
5815012,5302250,1
5929312,4640262,1
5834062,3978275,1
5900737,3316287,1
5843587,2654300,1
6415087,1992313,1
119062,5927725,17
7158038,996950,25
2801938,4905375,1
193338,1227767,1
174945,237215,1
196850,4883150,1
196850,4078287,1
1377950,4078287,1
196850,3054350,1
1539875,3163888,1
196850,2139950,1
1320800,2249488,1
174945,6439506,1
1229657,1478826,1
1229657,1235134,1
4906478,1760664,1
4906478,1517618,1
6062976,1760664,1
6062976,1517618,1
5016620,2251445,1
6062974,1835172,25
6062974,3908445,25
3869840,1773621,1
3869840,1530659,1
5016620,3184418,1
121752,892480,17
1229657,1760664,1
1229657,1517702,1
2486579,1760664,1
2486579,1517702,1
3913573,2202853,1
3913573,3130967,1
3913573,4059080,1
3913573,4988814,1
2635250,4078287,1
2997200,3163888,1
2559050,2249488,1
5016620,4117392,1
5016620,5051985,1
1266909,2876668,9
6048397,3396605,9
1453182,5051985,1
174945,6075210,17
2748977,5051985,1
5763321,2876667,9
174943,27536,1
8612413,159496,13
5526473,402339,17
174945,237215,1
174945,6235267,17
174945,6591185,1
174943,27536,1
8710727,240787,13
3128990,695325,1
3185296,969962,17
3128990,3462337,1
6083036,3462337,1
6083036,695325,1
174945,3462337,1
174945,695325,1
3128990,695325,17
3128990,3462337,17
174945,695325,17
6083036,695325,17
174945,3462337,17
6083036,3462337,17
6139341,969962,17
6139341,3740150,17
231250,969962,17
231250,3740150,17
3185296,3740150,17
258763,4565650,17
258763,5035550,17
6146800,4165600,24-52
6629400,3976687,9
7154863,4203700,1
8255000,5775325,1
7369175,5775325,1
6483350,5775325,1
2641600,3117850,1
1479550,3117850,1
349250,3117850,1
2570163,2171700,1
2451100,5718175,1
1216025,5718175,1
2330450,1035050,9
1447800,1035050,9
2651125,979487,1
1768475,979487,1
6146800,1650999,24-52
6191250,1709738,9
6629400,1281112,9
7154863,1555750,1
8255000,3117850,1
8315325,1536700,1
7369175,3117850,1
7429500,1851025,1
6483350,3117850,1
6543675,2279650,1
3175000,1422400,24-52
3238500,1709738,9
3676650,1338262,9
4202112,1308100,1
5260975,3117850,1
4375150,3117850,1
3530600,3117850,1
1771270,4522787,17
1771270,5072062,17
2420558,4522787,17
2420558,5072062,17
1121982,4522787,17
1121982,5072062,17
4127500,3746498,24-58
3182938,5291137,1
5664200,5367337,1
4225923,5367337,1
3182938,4629150,1
5683250,4705350,1
4710112,4705350,1
3182938,4043362,1
5683250,4043362,1
4749800,4043362,1
3184525,5891212,1
3424237,5889625,1
5638517,3910012,9
5427434,4325937,17
5195887,4594225,9
5000626,5002212,17
5445125,5224462,9
5249862,5681662,17
5121607,5889625,17
5526473,402339,17
174945,237215,1
174943,27536,1
560387,1063625,1
625475,1524000,17
560387,1063625,17
6716713,2130425,1
6753225,5454650,1
5995987,5454650,1
5892800,4411662,1
5892800,3016250,1
5948362,3421062,1
3486150,3854450,1
5073650,4497387,1
4249737,4545012,1
3430587,3521075,1
5124450,3625850,1
2717800,5454650,1
1773238,5454650,1
5172075,5454650,1
2606675,3482975,1
1782763,3816350,1
4352925,5454650,1
2662238,3816350,1
3486150,4592637,1
5068887,3254375,1
3533775,5454650,1
4249737,3397250,1
2662238,4573587,1
1838325,4116387,1
4305300,3744912,1
1838325,4706937,1
6716713,4087812,1
6772275,2654300,1
6213475,1504950,1
5103812,1504950,1
6480175,1503362,1
5370512,1503362,1
1700263,5888904,1
2522455,5888904,1
3344648,5888904,1
4989031,5888904,1
5811223,5888904,1
625475,5801178,1
4166839,5888904,1
7253288,1598612,1
7253288,1881688,9
7443788,2671763,1
7443788,4327525,1
7253288,1897063,1
7253288,2170770,9
6633418,5888904,1
8710727,240787,13
119062,230188,1
119062,6435725,1
2082800,1465262,1
2082800,1081087,1
4638675,1465262,1
4638675,1263650,1
187325,1717675,1
187325,2813050,1
187325,3894137,1
119062,876300,17
7308752,769937,1
7308752,769937,1
7308752,982303,1
242888,2674938,9
242888,3732212,9
6762750,1465262,1
6762750,1263650,1
187325,5121275,1
242888,4903787,9
5126037,892175,1
5594351,877887,1
2133600,1790700,1
6797675,1658938,25
4754562,1790700,1
2133600,2927350,1
6797675,2795588,25
4754562,2927350,1
2133600,4121150,1
6797675,3989387,25
4754562,4121150,1
2133600,5246687,1
6797675,5114925,25
4754562,5246687,1
581478,962807,5
785202,1001980,1
1901562,962807,5
2090284,1001980,1
3221646,962807,5
3410368,1001980,1
4541730,962807,5
4730453,1001980,1
5861815,962807,5
6050538,1001980,1
7181901,962807,5
7370622,1001980,1
572923,1629416,1
3088157,1785948,1
572923,2254986,1
2026419,2458742,1
6829993,2880558,1
6909595,2906459,1
1936345,4296945,1
2761945,4370668,1
572923,4922516,1
640863,4959608,1
4838198,4922516,1
4980859,4963550,1
3284765,4922516,1
3368288,4962876,1
1944678,3587953,1
1955429,3616859,1
4859866,3587953,1
5079184,3786194,1
5376567,3795610,1
3284765,3587953,1
3349823,3611933,1
572923,5656409,1
2911283,5688765,1
572923,6033632,1
3574295,6065989,1
162243,234864,1
162245,1150937,1
166183,5491162,25
220427,1441450,17
174945,6439506,1
1710341,1751013,5
2968625,2706688,1
377825,2020888,1
2730500,4754562,1
377825,3387725,1
2968625,4068762,1
2921000,3387725,1
377825,4754562,1
377825,2706688,1
377825,4068762,1
3425825,2020888,1
8293100,4683125,1
4706937,4135437,1
7902575,4135437,1
4706937,4495800,1
4706937,3400425,1
4706937,3044825,1
4706937,2497138,1
7292975,2497138,1
7569200,3044825,1
4706937,1949450,1
7226300,1949450,1
7769225,3587750,1
174945,6235255,17
174945,237215,17
174943,27536,1
162245,1150937,17
0,0,1
4694237,554037,1
100011,554037,1
100011,1778000,1
100011,1778000,1
174625,1804989,1
174625,1978025,25
174625,877887,25
100011,557212,1
4694237,557212,1
119062,230188,1
3395662,917575,24-5
3125788,1512887,1
3454400,1225550,1
4214812,1333500,1
3924300,1298575,1
7643813,376238,1
7643813,190501,1
7456488,163512,1
7530307,163512,5
7459663,347663,1
7459663,347663,1
4765675,689689,1
2862263,689689,1
174625,689689,1
100011,4248150,1
100011,2876550,1
174625,4478337,25
100011,2876550,1
174625,2903538,1
3030538,4248150,1
3030538,2876550,1
3030538,2876550,1
5929312,4248150,1
5929312,2876550,1
5929312,2876550,1
3065463,2903538,1
5992812,2903538,1
3130550,4478337,25
2797175,2889250,1
2797175,2889250,5
5686425,2889250,1
5686425,2889250,5
100011,4252912,1
174625,4279900,1
3030538,4252912,1
5929312,4252912,1
3065463,4279900,1
5992812,4279900,1
2797175,4265612,1
2871788,4265612,5
5686425,4265612,1
5686425,4265612,5
8574088,2889250,1
8574088,2889250,1
123825,3616325,24-52
723900,4067175,1
271463,4067175,1
3070225,3860800,24-52
3670300,4073525,1
3678237,3757612,1
3217863,4073525,1
3225800,3786187,1
4306887,3663950,1
7207250,3663950,1
5942012,3313112,24-52
6542088,4059237,1
6089650,4059237,1
5276850,3598862,24-53
5208587,3675062,9
5313362,3657600,9
5019675,3473450,1
4843462,3784600,1
4843462,3613150,1
5367337,4059237,1
5446712,3473450,1
5418137,3609892,1
8191500,3598862,24-53
7758113,3613150,1
7934325,3495675,1
7758113,3784600,1
8366125,3495675,1
8286750,4059237,1
8337549,3625794,1
2317750,3598862,24-53
2051050,3495675,1
1874838,3784600,1
1874838,3613150,1
2459038,3495675,1
2379663,4059237,1
2430463,3652837,1
1390650,3663950,1
1368425,3221460,1
1362075,3373437,9
1814511,3116914,1
1814511,3373437,9
163512,3116914,1
163512,3373437,9
4238625,3208760,1
4278312,3373437,9
4730750,3116914,1
4730750,3373437,9
3079750,3116914,1
3079750,3373437,9
7137400,3208760,1
7177086,3373437,9
7629525,3116914,1
7629525,3373437,9
5978525,3116914,1
5978525,3373437,9
7016750,4459287,1
7016750,4864100,9
5989637,4478337,25
8574088,4265612,1
8574088,4265612,5
119062,6125776,17
119062,6361212,1
8261350,163512,13
8532813,1047750,1
5341937,927100,1
5341937,1255712,1
5341937,1560512,1
6116637,1898650,1
6872288,1898650,1
5341937,1898650,1
7640638,1898650,1
5916612,1121851,9
7437438,1120775,9
5902325,1427162,9
7429500,1427162,9
7205663,927100,1
5770562,1752600,9
6489701,1752600,9
7218363,1752600,9
7942263,1752600,9
7999020,1464068,1
4779962,2200275,1
6080125,2265363,25
5307012,2265363,1
6080125,2559050,25
5307012,2559050,1
7400925,5043487,24-5
7088186,5341937,1
7559675,5378374,1
6946900,5819775,1
7993061,5776912,1
7912100,5616575,1
8180386,5589587,1
8020050,5511800,1
8207375,5286375,1
7219950,4938712,1
2080652,3090704,5
119062,3090707,1
119062,615429,1
119062,230188,1
119062,6435725,1
5142753,3391155,25
5110788,3391155,1
5142751,5356988,25
5110788,5356988,1
5142751,3959557,25
5110788,3959557,1
5142753,4788587,25
5110788,4788587,1
5142751,4374072,25
5110788,4374072,1
5110788,3906189,9
5110788,4320704,9
5110788,4735219,9
5110788,5303622,9
119062,5924748,17
729782,647191,13
4165684,2235611,1
4795754,2235611,1
4078851,1206424,1
5185276,1206424,1
1661911,2038040,1
6994400,2038040,1
205243,3487234,1
205243,3160585,1
205242,3540757,25
2290995,3487234,1
2290995,3315396,1
2290996,3540757,25
5110788,3332424,1
5110788,3160585,1
174945,1089025,1
174945,237215,1
174945,6601627,1
2832100,2374900,24-58
3254375,5326062,1
3359150,4787900,1
3282950,4249737,1
3311525,3711575,1
3816350,3173413,1
3273425,2635250,1
1308100,2374900,24-58
612775,5326062,1
1701800,5326062,1
612775,4787900,1
1768475,4787900,1
612775,4249737,1
1787525,4249737,1
612775,3617912,1
1920875,3711575,1
612775,3173413,1
2130425,3173413,1
612775,2635250,1
2311400,2635250,1
4318000,2374900,24-58
5102225,5326062,1
5330825,4787900,1
5026025,4249737,1
5092700,3711575,1
5168900,3173413,1
5321300,2635250,1
5842000,2374900,24-58
6835775,5326062,1
6673850,4787900,1
6464300,3173413,1
6559550,4249737,1
6378575,3711575,1
6845300,2635250,1
7366000,2374900,24-58
8350250,4249737,1
8035925,4787900,1
7435850,5326062,1
7959725,3711575,1
8112125,2635250,1
7435850,3173413,1
2882413,1150937,1
2882413,1363662,9
293445,2578100,13
293445,3115310,13
293445,3652520,13
293445,4189729,13
293445,4726940,13
293445,5264150,13
1370573,1382918,1
1370573,2355850,9
4394251,1572766,1
4394251,2355850,9
2882413,1557337,1
2882413,2355850,9
5906091,1365250,1
5906091,2355850,9
7417927,1747838,1
7417927,2355850,9
2934438,5849937,1
3077623,5919787,1
174943,27536,1
8612413,159496,13
119062,230188,1
4489450,554037,1
4491037,557212,1
4564062,622300,1
100011,554037,1
100011,557212,1
174625,622300,1
4489450,3368675,1
4491037,3371850,1
4564062,3436937,1
100011,3368675,1
100011,3371850,1
174625,3436937,1
174625,874712,25
4564062,874712,25
4564062,3651250,25
2819400,3650476,1
2819400,3962400,9
2819400,4019550,1
7643813,376238,1
7643813,190501,1
7456488,163512,1
7530307,163512,5
7459663,347663,1
7459663,347663,1
4022725,584200,1
4022725,584200,5
4022725,3398837,1
4022725,3398837,1
1117600,3651250,1
1117600,3962400,9
1117600,4019550,1
2514600,3771900,1
2514600,3771900,1
174625,3962400,9
174625,4019550,1
174625,3647301,1
812800,3771900,1
812800,3771900,1
8470900,584200,1
8470900,584200,1
8470900,3398837,1
8470900,3398837,1
8261350,163512,13
119062,6450012,1
119062,230188,1
119062,6435725,1
224542,1984963,9
224542,3143057,9
2772960,867308,25
223839,867308,1
83340,1268524,17
1510976,987902,1
2772960,2025401,25
223839,2025401,1
83340,2426617,17
1510976,2145995,1
2772960,3183495,25
224542,3183495,1
83340,3584711,17
1510976,3304090,1
7246679,30366,1
7246679,30366,1
7246679,242733,1
3128990,928687,1
3128990,3529012,1
6083036,3529012,1
6083036,928687,1
174945,3529012,1
174945,928687,1
3185296,1203325,17
3128990,928687,17
3128990,3529012,17
174945,928687,17
6083036,928687,17
174945,3529012,17
6083036,3529012,17
6139341,1203325,17
6139341,3806825,17
231250,1203325,17
231250,3806825,17
3185296,3806825,17
231250,4554537,17
231250,5024437,17
174945,237215,1
174945,6127086,17
6146800,4546600,24-52
6629400,4516437,9
8255000,5765800,1
7213600,4729162,1
7369175,5765800,1
6483350,5765800,1
1479550,3155950,1
2641600,3155950,1
349250,3155950,1
174945,6568857,1
1216025,5765800,1
2451100,5765800,1
2330450,1268412,9
1447800,1268412,9
2651125,1212850,1
1768475,1212850,1
174943,27536,1
6146800,2108200,24-52
6191250,2176463,9
6629400,1857375,9
7394575,2460625,1
6483350,3146425,1
6543675,2660650,1
7213600,2089150,1
8255000,3146425,1
8280400,2003425,1
7369175,3146425,1
3175000,2108200,24-52
3238500,2176463,9
3676650,1800225,9
3503612,2032000,1
5260975,3146425,1
4389437,2012950,1
4375150,3146425,1
5275262,2003425,1
4181475,1717675,1
3530600,3146425,1
1771270,4511675,17
1771270,5057775,17
2420558,4511675,17
2420558,5057775,17
1121982,4511675,17
1121982,5057775,17
4165600,3937000,24-58
3211513,5219700,1
5702300,5295900,1
5721350,4738687,1
3211513,4662487,1
4511675,4181475,1
4414837,4738687,1
3211513,4181475,1
5702300,4181475,1
8178800,676275,1
6905625,676275,1
8418513,674687,1
7145338,674687,1
5351462,3976687,9
5140325,4359275,17
5224462,4627562,9
5029200,5035550,17
5473700,5257800,9
5278437,5548312,17
5149851,5722937,17
8710727,240787,13
121488,211245,1
2406650,3688943,9
2768600,4762093,9
2038350,2615794,9
1612900,1726794,24-58
149225,5424082,1
2084388,5424082,1
149225,4228693,1
149225,3155544,1
149225,2204631,1
122239,1732855,9
122237,1235368,17
4417135,1235368,17
4417135,1732851,9
4417135,1783944,25
121488,6572245,1
121488,2945994,9
121488,3986488,9
121488,4992273,9
2839840,4254093,1
2839840,5373282,1
4417135,4077882,25
4417135,5442737,25
7413258,859133,1
7081470,809835,1
7398970,484449,1
7081470,435151,1
3576048,4254093,1
3576048,5373282,1
121487,6133339,1
0,2240279,1
0,1905,1
2532888,230188,1
0,0,1
2538411,2244725,25
2538411,2651125,25
2538414,3059113,25
2538414,3465512,25
2538414,3873500,25
2538414,4279900,25
7178195,42171,1
7178195,42171,1
7178195,258818,1
445398,1043477,1
598724,1422781,9
598722,1184531,1
598722,1483106,1
717777,1713294,5
598722,5531232,1
598724,3981760,9
598724,5481996,9
598724,4030998,1
920968,4261182,5
806674,4435809,5
717779,4640595,5
893981,4772357,5
733652,4877132,5
855883,5053345,5
1011449,4937459,5
809847,5070811,5
1224161,4478670,5
1162252,4310398,5
1289245,4762837,5
1097171,4773948,5
1160668,4564398,5
968589,4424696,5
973352,4478668,5
752701,5070809,5
1392427,4611997,5
174943,27536,1
8612413,159496,13
174945,237215,1
2147691,1184531,1
2147692,4030998,25
2147691,1483106,25
2147691,5531230,25
2147691,1422781,9
5643500,1184531,1
5643500,4030998,25
5643500,1483105,25
5643500,5531232,25
5643500,1422781,9
993315,2286431,1
3485651,2286430,1
6001834,2286431,1
3581844,2979820,17
1089507,2979821,17
993315,2286432,17
3485653,2286431,17
6055030,2942749,17
6001427,2286431,17
1854492,2127045,1
4367672,2127045,1
6880851,2103385,1
171448,644525,17
171450,644525,1
6527800,1308100,24-58
8026400,1411287,1
7300913,912812,1
7350125,5392737,1
7350125,4259262,1
7426325,3687762,1
7845425,2544763,1
4318000,1308100,24-58
4873625,1411287,1
5511800,2830513,1
5835650,2544763,1
5006975,3116263,1
5368925,5392737,1
5568950,5106987,1
5092700,4821237,1
5149850,4540250,1
5035550,1982788,1
5026025,2263775,1
4892675,1697038,1
5140325,3402012,1
5359400,4259262,1
5226050,3973512,1
5759450,3687762,1
119062,230188,1
2108199,1308100,24-58
3416300,3973512,1
3282950,3687762,1
3149600,4540250,1
3140075,4259262,1
3206750,4821237,1
3121025,5392737,1
2997200,2544763,1
3578225,2263775,1
3597275,1982788,1
3568700,1697038,1
3416300,1411287,1
119062,5770860,17
119062,6596823,1
230186,1335087,1
4391025,949325,1
4391025,1316037,9
2176463,1316037,9
2176463,1081087,1
6605588,1316037,9
6605588,909637,1
230186,3673475,1
1066207,5311775,1
1066207,2219325,1
1066207,1924050,1
1066207,1630363,1
1066207,2773363,9
1066207,3628263,9
1066207,3954462,1
1066207,4237037,1
230186,2832100,1
1066207,1335087,1
1066207,2513745,1
1066207,2832100,1
1066207,3098188,1
1066207,3364279,1
1066207,4518025,1
1066207,4799012,1
1066207,3673475,1
1066207,5081587,1
235345,968375,1
1249362,1347787,13
1301518,2235200,13
1244927,1947863,13
1251611,1662113,13
1252073,3694112,13
1251770,3968750,13
1251772,4254500,13
1254411,2859088,13
1253045,2530475,13
1257406,3371850,13
1259049,5081587,13
1258994,4535487,13
1269182,4818062,13
1141954,3121025,13
8446851,230188,13
174945,1157288,1
261584,1620837,17
174945,1157287,17
5526473,402339,17
174945,237215,1
174943,27536,1
185831,6280949,17
5095875,3800475,9
3086100,1990725,9
6096000,3409950,9
4086225,3924300,9
4086225,1990725,9
4086225,3533775,9
6096000,1990725,9
5095875,3409950,9
6096000,3800475,9
3086100,3619500,9
3086100,3924300,9
5095875,1990725,9
2146300,1917699,24-53
7156450,1990725,9
7410450,1868488,1
6511925,4606925,1
1612900,4049712,1
1612900,3649662,1
1612900,2682875,1
3617912,4606925,1
5619750,4606925,1
2492375,4606925,1
4614862,4606925,1
2491634,4953935,1
3479853,4953935,1
4468071,4953935,1
6444505,4974573,1
527573,5088873,1
5456289,4953935,1
2491634,5423861,1
3479853,5423861,1
4468071,5423861,1
6444505,5423861,1
527573,5474635,1
5456289,5423861,1
8612413,159496,13
174945,6569595,1
174943,27536,1
3621084,1247032,1
500059,1247032,1
615536,1443685,1
3730628,1333762,1
5115440,2985495,9
5115440,4894643,9
3891462,3132155,1
5115440,3132155,25
3891462,1453838,1
5115440,1453838,25
3891462,5041303,1
5115440,5041303,25
8611916,170345,13
7103202,66851,1
7103202,66851,1
7103202,279216,1
269,1,1
174945,6235265,17
174945,6593798,1
174943,27536,1
349250,1057275,1
349250,1074297,1
4694237,1057275,1
4694237,1057275,1
4767071,1958975,25
850900,2413000,24-51
2667000,3997325,17
1114425,3997325,17
2935288,2206625,17
1387475,2492375,17
423862,1958975,17
450399,4970462,25
517074,5019675,25
1948999,4559300,9
8710727,240787,13
223839,230189,1
119062,990602,1
1311275,1417351,1
1311275,2360326,1
1311275,3303299,1
1311275,4237463,1
1311275,5182899,1
223838,1063625,1
2560638,1063625,1
5603876,1063625,1
2576513,1276350,9
223839,1276350,9
5603875,1276350,9
1319215,2251075,9
1319215,3184525,9
1319215,4119562,9
1319215,5062537,9
223838,1423930,1
223838,4237463,1
2511425,1379540,25
5603876,1379537,25
2511425,2278063,25
2511425,3243263,25
2517775,4137025,25
2517775,5132387,25
5603876,2312988,25
5603876,3243263,25
5603876,4137025,25
5603876,5132387,25
119062,6435725,1
1852611,1295400,25
1852611,5124450,9
1749425,881062,1
1749425,890587,1
1852611,2733039,9
1852611,2796539,25
1852611,4346257,9
1852611,4409757,25
1852611,5187950,25
441325,1558925,1
463550,1368425,13
441325,3166742,1
481012,2925442,13
441325,4571686,1
822325,4363723,13
441325,5593717,1
479425,5423853,13
747712,5766753,13
2,2,1
206375,1181100,1
223838,230189,1
117476,6435725,1
6792913,1277940,1
4559301,1285875,5
4735512,1554084,1
4559301,2071690,5
4735512,2220915,1
374650,1287462,5
441585,1863998,17
407987,3098801,25
2619375,3098800,25
2471740,1287462,5
2714239,1863995,17
4735514,3098801,25
6792913,3098800,25
2471740,2855915,9
4675189,2924175,9
6780213,2924175,9
7743773,279400,1
7743773,279400,1
7743773,491204,1
224008,1099859,25
3171190,2280020,17
4717846,2280020,25
3171189,1099859,17
4717846,1099859,25
119062,637301,1
119062,637301,5
224008,688522,17
3057525,637301,17
3124200,697155,17
3057525,637301,1
3171190,2179783,9
174945,923849,17
213291,1416050,1
174945,6442593,1
4652962,1416050,1
174945,237215,1
2660650,2740025,5
1231900,2740025,5
2660650,2797175,5
2660650,2740025,5
1231900,2797175,5
1231900,2740025,5
1031875,2028825,9
1169987,5189537,9
736600,5189537,9
1169987,4926012,9
1169987,4662487,9
768350,4662487,9
477837,1922463,1
287338,5083175,1
287338,4819650,1
287338,4556125,1
287338,4022725,1
287338,2674938,1
3021013,5602287,1
2897188,5227637,1
3103563,2871788,1
1592262,5602287,1
1468437,5227637,1
1674813,2871788,1
5356225,2028825,9
5494337,5083175,9
5307012,5083175,9
5494337,2414588,9
5343525,2824163,9
5494337,2081213,9
4752975,1922463,1
4740275,2611438,1
4740275,4870450,1
4740275,4154487,1
4740275,3087688,1
4740275,2135188,1
7354888,5534025,1
7486650,1974850,1
5921375,5534025,1
6053137,1974850,1
8353425,5118100,1
8353425,4270375,1
8353425,3048000,1
8353425,2330450,1
8353425,1858963,1
174945,6078289,17
3930286,5278437,1
3930286,4992687,1
3930286,4679950,1
3930286,4129087,1
3930286,2852738,1
174943,27536,1
213291,1416050,1
4652962,1416050,1
6797182,931940,1
6815545,941861,1
7290713,931940,17
8710727,240787,13
119062,230188,1
4489450,554037,1
4491037,557212,1
4564062,622300,1
100011,554037,1
100011,557212,1
174625,622300,1
4489450,3368675,1
4491037,3371850,1
4564062,3436937,1
100011,3368675,1
100011,3371850,1
174625,3436937,1
174625,874712,25
4564062,874712,25
4564062,3651250,25
2819400,3650476,1
2819400,3962400,9
2819400,4019550,1
7643813,376238,1
7643813,190501,1
7456488,163512,1
7530307,163512,5
7459663,347663,1
7459663,347663,1
4022725,584200,1
4022725,584200,1
4022725,3398837,1
4022725,3398837,5
1117600,3651250,1
1117600,3962400,9
1117600,4019550,25
2514600,3771900,1
2514600,3771900,1
174625,3962400,9
174625,4019550,1
174625,3647301,1
812800,3771900,1
812800,3771900,1
8470900,584200,1
8470900,584200,5
8470900,3398837,1
8575675,3398837,5
8261350,163512,13
119062,6450012,1
0,0,1
1333500,1649413,1
119062,230188,1
1274762,1063625,5
1325562,1096962,1
2905125,1063625,5
3065463,1096962,1
4821237,1063625,5
4981575,1096962,1
6737350,1063625,5
6897688,1096962,1
120650,1911350,1
120650,3263900,1
168275,4584700,1
119062,3168650,9
119062,4522787,9
119062,6435725,1
1833563,5794375,1
3690937,5794375,1
5519737,5794375,1
7348538,5794375,1
7607300,842962,1
7848600,847725,1
6786563,4821237,9
6729413,5043487,9
2838450,4824412,9
6577013,5091112,1
6043612,704850,1
6559550,704850,1
2483896,3842670,1
269,2285785,1
269,1944,1
2483896,4111566,17
2483896,4385302,17
0,0,1
100011,4464050,1
100011,2889250,1
3030538,4464050,1
3030538,2889250,1
5929312,4464050,1
5929312,2889250,1
123825,3281362,24-52
723900,4002087,1
271463,4002087,1
3070225,3738562,24-52
3670300,4008437,1
3678237,3635375,1
3217863,4008437,1
3225800,3673475,1
5942012,3362325,24-52
6542088,4003675,1
6089650,4003675,1
5276850,3541712,24-53
5313362,3600450,9
5208587,3617912,9
5019675,3416300,1
4843462,3727450,1
4843462,3556000,1
5367337,4002087,1
5446712,3416300,1
5418137,3538537,1
8191500,3541712,24-53
7924800,3438525,1
7748588,3727450,1
7748588,3556000,1
8262938,4002087,1
8342313,3438525,1
8313738,3595687,1
2317750,3541712,24-53
2344738,3789362,9
2051050,3438525,1
1874838,3727450,1
1874838,3556000,1
2379663,4038600,1
2459038,3438525,1
2430463,3814762,1
2430463,3657600,1
4694237,554037,1
100011,554037,1
100011,1778000,1
100011,1778000,1
174625,1804989,1
174625,1978025,25
